-0.17996986	0.055284526	-0.056113705	0.11696404	-0.039254483	-0.0020588199	0.0048820106	-0.056688167	-0.11470646	0.021887166	0.21789108	0.031060783	-0.120939314	-0.10685567	0.050112307	-0.10208658
-0.1724659	0.10127623	0.0047413083	0.16858774	0.0010819745	-0.003392382	-0.036273014	0.016091257	-0.16161212	0.1532891	0.118007384	-0.02665938	-0.0128052365	-0.083290555	0.10358904	-0.10007645
-0.008350799	0.20438474	0.16993834	0.1804267	0.10740227	-0.14115214	-0.21034493	0.13699044	0.03266712	0.16361499	-0.05030197	-0.20354846	0.0744818	0.11380491	0.19926833	-0.17546408
-0.15864289	0.14957713	0.021778315	0.14721031	0.046793226	-0.0392289	-0.13658036	-0.04358006	-0.11958956	0.12157566	0.17569521	-0.04241065	-0.04444312	-0.10633733	0.09334508	-0.11298958
-0.13322213	0.14978665	0.09232013	0.14870094	0.057658162	-0.037228376	-0.10652463	0.035268914	-0.08565512	0.15086263	0.12578084	-0.117549755	0.021333622	-0.05461974	0.15074612	-0.098864235
-0.126292	0.025479386	-0.02727123	0.08558939	-0.04871211	0.058404602	0.041955736	-0.044167906	-0.113560185	0.04654124	0.09655534	-0.005034727	-0.098042935	-0.13916382	-0.003315079	0.014546263
-0.07044118	0.14064765	0.09152974	0.20594929	0.050453417	-0.08560977	-0.1168585	0.009944075	-0.037554253	0.1501531	0.08554635	-0.11570419	0.03400873	-0.024468245	0.17355858	-0.12787867
-0.10361496	0.10069007	0.04700431	0.16445738	0.056754306	-0.09580943	-0.08844099	0.09099182	-0.03870878	0.1597833	0.016020112	-0.08762539	-0.005764042	0.0003036607	0.13839875	-0.10993408
-0.005770657	0.22453618	0.11031097	0.20792806	0.16112646	-0.15453784	-0.19989145	0.092193335	0.059676383	0.2147558	-0.021757185	-0.16625063	0.10899584	0.10946705	0.22986652	-0.16351119
0.03312203	0.106440865	0.007972892	0.14503805	0.09913862	-0.08707489	-0.08219358	-0.0053162095	-0.04430869	0.10749187	0.07470853	-0.09401015	0.02320964	-0.0111105945	0.110324755	-0.12464032
-0.18409838	-0.028680809	-0.13748866	-0.062308345	-0.09322738	0.0977732	0.055409476	-0.1519523	-0.17817785	-0.0045987302	0.16142076	0.095284544	-0.072150804	-0.12211433	-0.11212726	-0.020573335
-0.025118532	0.05110051	-0.04573992	0.10370482	-0.033514377	0.030246306	-0.008504375	-0.052405607	-0.08592127	0.13350956	0.051904205	-0.06856816	-0.0064228796	-0.04672003	0.09344666	-0.10815791
-0.18929397	-0.034580987	-0.09932359	-0.07105384	-0.10227422	0.09297782	0.036761817	-0.13658354	-0.18331629	-0.009348428	0.1225147	0.08933766	-0.11053301	-0.14445232	-0.023479605	0.015547922
-0.072431765	0.097183295	0.037704933	0.19901934	0.11093225	-0.09503503	-0.15648101	0.066088505	-0.004911658	0.12295715	0.0430766	-0.12456233	0.11301593	0.07617723	0.09001917	-0.1568689
-0.18034476	0.050315376	-0.03216743	0.10167743	0.0042901984	-0.008749623	0.0020037014	-0.029124063	-0.1062392	0.08290208	0.16474718	0.039273873	-0.027999163	-0.06749688	0.057193153	-0.075856864
-0.096000016	0.0681669	0.017345732	0.11400819	0.0076215253	-0.029684367	-0.12725207	0.029639702	-0.07613841	0.113185205	0.111803606	-0.080535114	0.025519526	-0.053883784	0.11226516	-0.11899885
-0.124857605	-0.061650082	-0.01856025	-0.022822386	-0.038614634	0.03300802	0.02224289	-0.10787185	-0.11281863	-0.04293445	0.076035015	0.035273883	-0.098630704	-0.057402104	-0.090718694	-0.014146397
-0.07516642	0.012973277	-0.026171079	0.014175624	-0.0054496606	0.076847956	-0.01966703	-0.07636977	-0.13732311	0.09716536	0.09442018	0.012067956	-0.02225425	-0.11745691	0.05192339	-0.009937579
-0.06449052	0.072841115	0.034407884	0.07511801	0.07029129	0.0004087367	-0.052541107	-0.028241666	-0.08251445	0.083597526	0.07083641	-0.028022362	-0.020867711	-0.024614556	0.058490362	-0.13304171
-0.13190156	0.14152047	-0.025867771	0.11105091	0.006122175	-0.014420411	-0.07763436	-0.017728403	-0.14529905	0.13939627	0.18860722	-0.0013535564	-0.017842617	-0.09733957	0.032222442	-0.12175209
-0.19488317	-0.083993666	-0.0944452	-0.083321385	-0.12018406	0.1418265	0.11374611	-0.106526084	-0.17052321	-0.12659101	0.20141901	0.08969623	-0.08952234	-0.09060834	-0.14105266	0.045193523
0.17767002	0.29879853	0.17526373	0.21851024	0.20949244	-0.2019463	-0.22817704	0.17019191	0.20916651	0.25825655	-0.18153024	-0.27704895	0.19541274	0.20410162	0.24221031	-0.29961246
-0.07066531	0.06633501	-0.037496634	0.030389713	-0.06056061	-0.0074919565	-0.015737418	-0.056899164	-0.020269604	0.07949209	0.13287391	-0.035928737	-0.021761362	-0.073113605	0.032446444	-0.022337249
-0.047978554	0.1435703	0.08697805	0.11617871	0.08068981	-0.11513029	-0.15928471	0.049260456	-0.011205503	0.104492046	-0.04825978	-0.14362441	0.121697694	0.02679667	0.14632744	-0.14352416
-0.11844539	-0.02048794	-0.060607128	-0.09856042	-0.092775434	0.12875895	0.068121925	-0.08480743	-0.094210334	-0.039525557	0.11574545	0.092515364	-0.11267432	-0.106076926	-0.067087695	0.07597575
-0.13116923	-0.107861385	-0.17895278	-0.074832894	-0.17543428	0.16141495	0.108925685	-0.1021051	-0.14513576	-0.15950261	0.21459989	0.13215187	-0.15471995	-0.2013569	-0.16620456	0.08952377
-0.04587071	0.14637704	0.05500051	0.16184781	0.10672313	-0.056385282	-0.13541603	0.079842135	0.04600779	0.12328427	0.022531817	-0.06597042	0.06884239	0.05135197	0.14667839	-0.1322197
-0.090996146	0.084595926	0.055920705	0.067215934	0.007890721	-0.06059986	-0.02973479	0.046918146	-0.0034184186	0.0643532	0.036836147	-0.05966362	0.02205899	0.021356193	0.058486834	-0.077872746
0.084088996	0.19962849	0.084276825	0.14679083	0.09130854	-0.15045124	-0.14469692	0.13397047	0.057167165	0.14802401	-0.0797141	-0.08120437	0.074382305	0.09029925	0.20156643	-0.15055363
-0.12793332	-0.028920637	-0.097570404	-0.017834473	-0.10214953	0.06381153	0.07002182	-0.08816171	-0.16051303	-0.03142055	0.19223642	0.037735667	-0.12235033	-0.122148484	-0.019683406	0.073543765
-0.047148783	0.054112494	0.029817803	0.018015383	-0.043229073	0.0040709944	-0.045301277	-0.03527544	-0.090765275	0.09403317	0.11426168	-0.015939396	-0.01377141	-0.090353236	0.060207974	-0.079821736
-0.12955298	0.009271992	-0.06668552	0.020440856	-0.03114615	0.020245504	0.0019017687	-0.0506307	-0.13183922	0.063194096	0.0768186	-0.029180998	-0.015516852	-0.102334276	-0.013711867	-0.08614869
-0.18239911	0.032881953	-0.03297248	-0.002792274	-0.019088235	0.08942845	-0.0006718358	-0.0601374	-0.11373586	0.01426188	0.16733986	-0.017177047	-0.08067057	-0.06660158	-0.00026135973	-0.03865065
-0.11765686	-0.12066373	-0.06737534	-0.0808866	-0.17249832	0.081916	0.10639284	-0.123327546	-0.1587841	-0.15081021	0.16161235	0.15480863	-0.13467318	-0.17390925	-0.1240773	0.11419066
0.010145413	0.09345068	0.05307584	0.18254928	0.09979972	-0.12523852	-0.12136673	0.05274607	-0.006604233	0.10718119	-0.04457517	-0.08259568	0.02935168	0.02737998	0.16392346	-0.13757685
-0.043586064	0.1313292	0.05592186	0.074291795	0.072892666	-0.027703123	-0.030470487	0.031984992	-0.03090346	0.07229556	0.08059772	-0.028389899	0.028153902	-0.053122886	0.066943444	-0.14203817
-0.14275451	-0.06165657	-0.041059386	-0.09461968	-0.11554745	0.11008426	0.060422935	-0.115255736	-0.108474486	-0.053480484	0.14012851	0.08798221	-0.101145685	-0.05974742	-0.0587593	0.056603137
-0.11483866	-0.04831151	-0.091069154	-0.058512446	-0.08628166	0.10344453	0.09272613	-0.118312195	-0.13599856	-0.054493546	0.11045163	0.08793412	-0.15168962	-0.17497423	-0.07135181	0.08287779
-0.057576835	0.06742107	0.08646116	0.07011442	0.07063108	-0.09260047	-0.09050232	-0.011083409	0.007489145	0.1023786	-0.028498517	-0.07505047	0.0124022	0.042590965	0.082339376	-0.067862414
